0,2.56854353844
1,4.07348047407
2,8.436981311
3,7.51826640512
4,12.3531613533
5,11.6393540103
6,13.4824159447
7,16.5778341003
8,19.705656072
9,20.8095169722
10,23.4413522674
11,24.4812741521
12,27.4278702581
13,28.8517736283
14,30.2307817673
15,31.6049735535
16,35.2314365597
17,36.1993932719
18,38.7128799451
19,41.6866636328
20,44.4274651963
21,45.1717013744
22,46.5102347911
23,48.400065543
24,51.1207169049
25,53.0753005049
26,55.8923357985
27,56.3470790983
28,57.9199663629
29,59.6195347331
30,63.4626483047
31,63.8202915478
32,66.0359456501
33,67.2588987585
34,70.4491882265
35,71.5249687486
36,73.4988613808
37,77.2614244699
38,79.2806577929
39,81.143497229
40,83.6727096144
41,85.905272151
42,85.7687173313
43,89.6064246994
44,90.1181861688
45,94.3464729252
46,94.3962757296
47,96.7936217915
48,100.122431143
49,101.194339666
50,103.57589897
51,106.121314846
52,106.409330513
53,108.584475238
54,111.441031602
55,113.345309051
56,114.902130243
57,116.275232743
58,120.632589279
59,122.003254461
60,123.586068893
61,124.09865352
62,126.463788918
63,129.060600583
64,133.560133511
65,131.616094783
66,135.151865591
67,137.540324305
68,138.393267691
69,141.907723011
70,142.811256874
71,142.773786418
72,148.163428108
73,149.286773773
74,152.005708426
75,153.415478181
76,156.385836539
77,157.648539789
78,159.015834082
79,161.468254871
80,164.628160989
81,163.819813998
82,166.773660698
83,169.907182295
84,170.725533263
85,170.783200744
86,175.212049645
87,177.595653264
88,179.985950315
89,182.043822733
90,182.99565124
91,183.48607748
92,188.809892524
93,188.631683389
94,192.872319613
95,193.800352537
96,193.758394764
97,196.428377764
98,200.359126885
99,199.271114988
