0,6.6072415725
1,6.53146162863
2,84.3977622924
3,9.02456747312
4,12.6021703339
5,29.9136885734
6,15.3236552141
7,17.8714934017
8,188.355623936
9,21.712713667
10,25.2052889301
11,31.2959864884
12,32.1075559606
13,36.1567093427
14,33.4469053685
15,33.6544499014
16,36.9833341054
17,37.2140286602
18,42.2376155642
19,85.9514567763
20,45.7180739434
21,46.4060957668
22,47.6881785353
23,66.0792750088
24,74.2678534669
25,58.4657992418
26,55.6774690665
27,127.900128586
28,61.393057968
29,17175.4814699
30,64.8529431121
31,67.6051358942
32,67.5149777188
33,80.3143323401
34,71.0494285593
35,162.849595846
36,75.8186041646
37,77.3611995886
38,83.7555252536
39,91.0480883551
40,147.695112726
41,100.987921267
42,88.4295761835
43,95.4418070692
44,563.61661311
45,147.822124235
46,98.6802895329
47,118.725407877
48,101.031471596
49,289.932318761
50,103.048117609
51,109.10361815
52,119.049905219
53,111.014500119
54,111.781889442
55,115.829267583
56,179.389579076
57,198082.505287
58,126.316470042
59,121.454267774
60,123.250730718
61,126.434582367
62,402.115052194
63,129.001149456
64,185.995559003
65,133.899553375
66,145.137339125
67,137.606033106
68,140.611565038
69,145.987213047
70,143.621126275
71,146.050533261
72,148.117792846
73,156.992824741
74,151.003546458
75,225.636846341
76,209.417325497
77,284.761795669
78,166.635681396
79,161.340553051
80,186.322861796
81,183.695081191
82,192.554716351
83,170.589226643
84,171.166433309
85,173.043365277
86,16544.9331845
87,297.868605805
88,2607.05882432
89,198.179555324
90,183.060749209
91,185.126221704
92,187.055622883
93,248.838736281
94,193.481969078
95,193.350198394
96,196.47313804
97,198.904640519
98,214.564281284
99,202.592046776
